C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_45_957.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_45_957.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_45_957.jpg, 0, 0, 0, 7.984608E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_059.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_059.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_059.jpg, 0, 0, 0, 7.824248E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_161.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_161.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_161.jpg, 0, 0, 0, 7.819883E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_263.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_263.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_263.jpg, 0, 0, 0, 8.068598E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_367.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_367.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_367.jpg, 0, 0, 0, 7.7975E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_470.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_470.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_470.jpg, 0, 0, 0, 8.024009E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_572.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_572.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_572.jpg, 0, 0, 0, 8.058981E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_676.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_676.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_676.jpg, 0, 0, 0, 8.194635E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_783.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_783.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_783.jpg, 0, 0, 0, 8.087287E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_885.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_885.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_885.jpg, 0, 0, 0, 7.833242E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_46_989.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_46_989.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_46_989.jpg, -0.3122931, 0, 0, 8.981762E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_093.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_093.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_093.jpg, -0.5975535, 0, 0, 9.859326E-05
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_198.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_198.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_198.jpg, -0.9059589, 0, 0, 0.0001034861
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_305.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_305.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_305.jpg, -1, 0, 0, 0.0001035534
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_408.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_408.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_408.jpg, -1, 0.288003, 0, 0.2366545
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_515.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_515.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_515.jpg, -1, 0.3597297, 0, 0.7301074
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_617.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_617.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_617.jpg, -0.7112125, 0.05025598, 0, 0.8745023
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_719.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_719.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_719.jpg, -0.4225891, 0, 0, 0.8877065
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_823.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_823.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_823.jpg, -0.05614566, 0, 0, 0.878233
C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\center_2020_09_07_14_57_47_926.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\left_2020_09_07_14_57_47_926.jpg, C:\Users\ReD\Desktop\finding-lanes\DATA\IMG\right_2020_09_07_14_57_47_926.jpg, 0, 0, 0, 0.8692386
